rep,storm_roc_auc,background_roc_auc,storm_pr_auc,background_pr_auc,storm_brier,background_brier,storm_log_loss,background_log_loss
138,0.4468531468531468,0.6286713286713287,0.09522565152427642,0.18472188023767816,0.17814077484251495,0.14869879569173422,0.5678317880373157,0.46052739216296074
139,0.4664335664335665,0.6286713286713287,0.09995107745902695,0.18472188023767816,0.12487015846046555,0.14869879569173425,0.41746305421744395,0.4605273921629607
140,0.49860139860139857,0.6286713286713287,0.10380124442529626,0.18472188023767816,0.124578330416135,0.14869879569173422,0.415054732391484,0.4605273921629607
141,0.5342657342657343,0.6286713286713287,0.11554504574014772,0.18472188023767816,0.11703194787610484,0.14869879569173422,0.39402725284839046,0.46052739216296074
142,0.5237762237762238,0.6286713286713287,0.11045188456905455,0.18472188023767816,0.15011800487094543,0.14869879569173422,0.470334486585799,0.4605273921629607
143,0.5517482517482518,0.6286713286713287,0.11744803025714207,0.18472188023767816,0.1149634184140613,0.14869879569173422,0.39292366140700785,0.4605273921629606
144,0.4958041958041958,0.6286713286713287,0.10509921253357841,0.18472188023767816,0.11739005853083376,0.14869879569173422,0.39843435226475227,0.46052739216296074
145,0.5083916083916085,0.6286713286713287,0.11030903134347628,0.18472188023767816,0.1186478062475145,0.14869879569173422,0.4005262265112451,0.46052739216296074
146,0.5293706293706294,0.6286713286713287,0.11268233412404863,0.18472188023767816,0.1178284651973505,0.1486987956917343,0.4003995010928219,0.46052739216296074
147,0.5503496503496503,0.6286713286713287,0.11792555981002853,0.18472188023767816,0.12449510711130847,0.14869879569173422,0.41106803490743166,0.4605273921629606
148,0.5657342657342658,0.6286713286713287,0.12077538705769897,0.18472188023767816,0.1201188282797299,0.14869879569173422,0.401789933795169,0.4605273921629607
149,0.5027972027972029,0.6286713286713287,0.10462326053797197,0.18472188023767816,0.11761632580764031,0.14869879569173422,0.39813460227534175,0.46052739216296074
150,0.5265734265734265,0.6286713286713287,0.1129020602554435,0.18472188023767816,0.11871425620948423,0.1486987956917343,0.4012016010926747,0.46052739216296074
151,0.5027972027972029,0.6286713286713287,0.10468588784818067,0.18472188023767816,0.13836704229887337,0.14869879569173422,0.4431084379350552,0.4605273921629607
152,0.4426573426573427,0.6286713286713287,0.09386909501526018,0.18472188023767816,0.14232733177072038,0.14869879569173425,0.45486451238389936,0.46052739216296074
153,0.6398601398601399,0.6286713286713287,0.14600698080710967,0.18472188023767816,0.10697571625527232,0.1486987956917343,0.3708277181888897,0.4605273921629607
154,0.47762237762237764,0.6286713286713287,0.1045110571443445,0.18472188023767816,0.12508794345425395,0.14869879569173422,0.41721112022321005,0.4605273921629607
155,0.5174825174825175,0.6286713286713287,0.10996110091871855,0.18472188023767816,0.12302592358891845,0.14869879569173422,0.4127182050594906,0.4605273921629607
156,0.48531468531468536,0.6286713286713287,0.10107389568174832,0.18472188023767816,0.13184685440356742,0.14869879569173422,0.42969567792071983,0.46052739216296074
157,0.6685314685314686,0.6286713286713287,0.15592141654896863,0.18472188023767816,0.10676009839295757,0.14869879569173425,0.37026160452149826,0.4605273921629607
158,0.6832167832167833,0.6286713286713287,0.16664093428662155,0.18472188023767816,0.12211771366652746,0.14869879569173422,0.4020520397470151,0.4605273921629607
159,0.5027972027972029,0.6286713286713287,0.1168830106421819,0.18472188023767816,0.1262088321978457,0.14869879569173422,0.4171140104827261,0.46052739216296074
